item_id	name	desc_id	plural	autosell	description	image_src
4819	can of CRIMBCOLA	576360726	"cans of CRIMBCOLA
"	0	todo: description	todo: image_src
4820	CRIMBCOLOAF	582522870	"CRIMBCOLOAVES
"	0	todo: description	todo: image_src
4821	circular CRIMBCOOKIE	334332502		"100
"	todo: description	todo: image_src
4822	tiny plastic CRIMBCO HQ	768584401		"0
"	todo: description	todo: image_src
4823	tiny plastic fax machine	539338565		"0
"	todo: description	todo: image_src
4824	tiny plastic hobo elf	949100622	"tiny plastic hobo elves
"	0	todo: description	todo: image_src
4825	tiny plastic Mr. Mination	128842258		"0
"	todo: description	todo: image_src
4826	tiny plastic Best Game Ever	243481240		"0
"	todo: description	todo: image_src
4827	hibernating robot reindeer	407192428	"hibernating robot reindeer
"	0	todo: description	todo: image_src
4828	S.L.E.I.G.H.B.E.L.L.S.	430467101	"sets of S.L.E.I.G.H.B.E.L.L.S.
"	75	todo: description	todo: image_src
4829	robot reindeer protocol P.R.A.N.C.E.R.	366290299	"P.R.A.N.C.E.R. disks
"	5	todo: description	todo: image_src
4830	robot reindeer protocol D.A.S.H.E.R.	393606557	"D.A.S.H.E.R. disks
"	5	todo: description	todo: image_src
4831	robot reindeer protocol D.O.N.N.E.R.	517343233	"D.O.N.N.E.R. disks
"	5	todo: description	todo: image_src
4832	robot reindeer protocol V.I.X.E.N.	307373113	"V.I.X.E.N. disks
"	5	todo: description	todo: image_src
4833	robot reindeer protocol C.U.P.I.D.	810565553	"C.U.P.I.D. disks
"	5	todo: description	todo: image_src
4834	robot reindeer protocol D.A.N.C.E.R.	743027401	"D.A.N.C.E.R. disks
"	5	todo: description	todo: image_src
4835	robot reindeer protocol C.O.M.E.T.	402618860	"C.O.M.E.T. disks
"	5	todo: description	todo: image_src
4836	robot reindeer protocol B.L.I.T.Z.E.N.	618954639	"B.L.I.T.Z.E.N. disks
"	5	todo: description	todo: image_src
4837	robot reindeer protocol R.U.D.O.L.P.H.	828082046	"R.U.D.O.L.P.H. disks
"	5	todo: description	todo: image_src
4838	robot reindeer protocol O.L.I.V.E.	870887293	"O.L.I.V.E. disks
"	0	todo: description	todo: image_src
4839	triangular CRIMBCOOKIE	827214129		"100
"	todo: description	todo: image_src
4840	square CRIMBCOOKIE	777086608		"100
"	todo: description	todo: image_src
4841	bindlestocking	865087510		"150
"	todo: description	todo: image_src
4842	sleeping stocking	125855635		"0
"	todo: description	todo: image_src
4843	Tales of a Kansas Toymaker	986648298	"copies of Tales of a Kansas Toymaker
"	0	todo: description	todo: image_src
4844	The Joy of Wassailing	416869152	"copies of The Joy of Wassailing
"	0	todo: description	todo: image_src
4845	Uncle Hobo's stocking cap	999346930		"0
"	todo: description	todo: image_src
4846	Uncle Hobo's epic beard	760421472		"0
"	todo: description	todo: image_src
4847	Uncle Hobo's gift baggy pants	630580260	"pairs of gift baggy pants
"	0	todo: description	todo: image_src
4848	Uncle Hobo's fingerless tinsel gloves	762908616	"pairs of fingerless tinsel gloves
"	0	todo: description	todo: image_src
4849	Uncle Hobo's highest bough	697186662		"0
"	todo: description	todo: image_src
4850	Uncle Hobo's belt	158171507		"0
"	todo: description	todo: image_src
4851	chocolate cigar	972757071		"0
"	todo: description	todo: image_src
4852	gift-a-pult	804389248	"gifts-a-pults
"	0	todo: description	todo: image_src
4853	holly-flavored Hob-O	930607234		"5
"	todo: description	todo: image_src
4854	CRIMBCO scrip	437466969	"CRIMBCO scrip
"	0	todo: description	todo: image_src
4855	Toot Oriole care package	926193075		"0
"	todo: description	todo: image_src
4856	paperclip	860880542		"0
"	todo: description	todo: image_src
4857	bottle of Blank-Out	223795819	"bottles of Blank-Out
"	0	todo: description	todo: image_src
4858	CRIMBCO lanyard	696859135		"0
"	todo: description	todo: image_src
4859	CRIMBCO Employee Handbook (chapter 1)	980901210		"0
"	todo: description	todo: image_src
4860	CRIMBCO Employee Handbook (chapter 2)	491846606		"0
"	todo: description	todo: image_src
4861	CRIMBCO Employee Handbook (chapter 3)	190985186		"0
"	todo: description	todo: image_src
4862	CRIMBCO Employee Handbook (chapter 4)	138106473		"0
"	todo: description	todo: image_src
4863	CRIMBCO Employee Handbook (chapter 5)	276624197		"0
"	todo: description	todo: image_src
4864	portable photocopier	161569523		"0
"	todo: description	todo: image_src
4865	deluxe fax machine	789780842		"0
"	todo: description	todo: image_src
4866	Workytime Tea	346045796	"bags of Workytime Tea
"	0	todo: description	todo: image_src
4867	paperclip sproinger	502520163		"0
"	todo: description	todo: image_src
4868	paperclip-on tie	252977263		"0
"	todo: description	todo: image_src
4869	paperclip pants	532076262		"0
"	todo: description	todo: image_src
4870	paperclip turban	915873755		"0
"	todo: description	todo: image_src
4871	paperclip cape	594970408		"0
"	todo: description	todo: image_src
4872	glob of Blank-Out	440477610		"0
"	todo: description	todo: image_src
4873	photocopied monster	835898159		"0
"	todo: description	todo: image_src
4874	gaudy key	996670647		"0
"	todo: description	todo: image_src
4875	BGE merchandise order form	176306118		"0
"	todo: description	todo: image_src
4876	chocolate bath ball	828592819		"0
"	todo: description	todo: image_src
4877	bacon bath ball	827603034		"0
"	todo: description	todo: image_src
4878	incense bath ball	789815006		"0
"	todo: description	todo: image_src
4879	myrrh-soaked, chocolate-covered bacon bath ball	645578508		"0
"	todo: description	todo: image_src
4880	CRIMBCO mug	121552323		"0
"	todo: description	todo: image_src
4881	CRIMBCO wine	272559585	"bottles of CRIMBCO wine
"	0	todo: description	todo: image_src
4882	Dickory Farms Gift Basket	957485002		"0
"	todo: description	todo: image_src
4883	toe jam	315264511	"jars of toe jam
"	0	todo: description	todo: image_src
4884	toe jam toast	506546357	"slices of toe jam toast
"	0	todo: description	todo: image_src
4885	traffic jam	584912380	"jars of traffic jam
"	0	todo: description	todo: image_src
4886	traffic jam toast	183363605	"slices of traffic jam toast
"	0	todo: description	todo: image_src
4887	space jam	751663366	"jars of space jam
"	0	todo: description	todo: image_src
4888	space jam toast	788088308	"slices of space jam toast
"	0	todo: description	todo: image_src
4889	motivational poster	585927462		"0
"	todo: description	todo: image_src
4890	sack lunch	208709924	"sack lunches
"	0	todo: description	todo: image_src
4891	bath ball gift set	117169875		"0
"	todo: description	todo: image_src
4892	slow jam collection	630802094		"0
"	todo: description	todo: image_src
4893	BGE shotglass	197265843	"BGE shotglasses
"	0	todo: description	todo: image_src
4894	festive sausage	945978968	"links of festive sausage
"	0	todo: description	todo: image_src
4895	holiday cheese log	533919064	"logs of holiday cheese
"	0	todo: description	todo: image_src
4896	holiday log	404702334		"0
"	todo: description	todo: image_src
4897	BGE 'ferocious fruit' shirt	680763452		"0
"	todo: description	todo: image_src
4898	BGE 'cuddly critter' shirt	707968603		"0
"	todo: description	todo: image_src
4899	BGE pocket calendar	771880396		"0
"	todo: description	todo: image_src
4900	BGE temporary tattoo	794993997		"0
"	todo: description	todo: image_src
4901	BGE tiny plastic toy	201573560		"0
"	todo: description	todo: image_src
4902	stapler bear	943145773		"0
"	todo: description	todo: image_src
4903	adhesive tape dolly	223657831	"adhesive tape dollies
"	0	todo: description	todo: image_src
4904	scissor duck	822611275		"0
"	todo: description	todo: image_src
4905	coal paperweight	603768984		"0
"	todo: description	todo: image_src
4906	jingle bell	941578696		"0
"	todo: description	todo: image_src
4907	Seven Loco	637903449	"cans of Seven Loco
"	0	todo: description	todo: image_src
4908	Loathing Legion knife	674410769	"Loathing Legion knives
"	0	todo: description	todo: image_src
4909	Loathing Legion many-purpose hook	773398564		"0
"	todo: description	todo: image_src
4910	Loathing Legion moondial	303662669		"0
"	todo: description	todo: image_src
4911	Loathing Legion necktie	238021924		"0
"	todo: description	todo: image_src
4912	Loathing Legion electric knife	499263305		"0
"	todo: description	todo: image_src
4913	Loathing Legion corkscrew	250024782		"0
"	todo: description	todo: image_src
4914	Loathing Legion can opener	723100463		"0
"	todo: description	todo: image_src
4915	Loathing Legion chainsaw	572608462		"0
"	todo: description	todo: image_src
4916	Loathing Legion rollerblades	521840872	"pairs of Loathing Legion rollerblades
"	0	todo: description	todo: image_src
4917	Loathing Legion flamethrower	817854516		"0
"	todo: description	todo: image_src
4918	Loathing Legion tattoo needle	376615126		"0
"	todo: description	todo: image_src
4919	Loathing Legion defibrillator	871754159		"0
"	todo: description	todo: image_src
4920	Loathing Legion double prism	784455963		"0
"	todo: description	todo: image_src
4921	Loathing Legion tape measure	400004481		"0
"	todo: description	todo: image_src
4922	Loathing Legion kitchen sink	146597841		"0
"	todo: description	todo: image_src
4923	Loathing Legion abacus	160748208	"Loathing Legion abacusses
"	0	todo: description	todo: image_src
4924	Loathing Legion helicopter	684732079		"0
"	todo: description	todo: image_src
4925	Loathing Legion pizza stone	708831312		"0
"	todo: description	todo: image_src
4926	Loathing Legion universal screwdriver	837680142		"0
"	todo: description	todo: image_src
4927	Loathing Legion jackhammer	769193415		"0
"	todo: description	todo: image_src
4928	Loathing Legion hammer	361576572		"0
"	todo: description	todo: image_src
4929	Uncle Crimbo's Sack	421141114		"0
"	todo: description	todo: image_src
4930	Folder Holder	281209058		"0
"	todo: description	todo: image_src
4937	a cute angel	210981132	"some cute angels
"	0	todo: description	todo: image_src
4938	quake of arrows	147329363	"quakes of arrows
"	75	todo: description	todo: image_src
4939	time's arrow	677003938		"0
"	todo: description	todo: image_src
4940	arrowgram	748827536		"0
"	todo: description	todo: image_src
4941	Knob jelly donut	328150524		"30
"	todo: description	todo: image_src
4942	Knob cake	558071478		"0
"	todo: description	todo: image_src
4943	Knob cake pan	463960866		"0
"	todo: description	todo: image_src
4944	Knob batter	877296893		"0
"	todo: description	todo: image_src
4945	Knob frosting	182960338		"0
"	todo: description	todo: image_src
4946	unfrosted Knob cake	807457433		"0
"	todo: description	todo: image_src
4947	Cobb's Knob Menagerie key	903767129		"0
"	todo: description	todo: image_src
4948	GOTO	183062668	"GOTO statements
"	50	todo: description	todo: image_src
4949	weremoose spit	290991293		"50
"	todo: description	todo: image_src
4950	abominable blubber	765241883		"50
"	todo: description	todo: image_src
4951	flimsy clipboard	225397508		"35
"	todo: description	todo: image_src
4952	baggie of powdered sugar	421468846	"baggies of powdered sugar
"	30	todo: description	todo: image_src
4953	whalebone corset	569079959		"50
"	todo: description	todo: image_src
4954	oven mitts	197489398	"pairs of oven mitts
"	48	todo: description	todo: image_src
4955	overcookie	812575069		"38
"	todo: description	todo: image_src
4956	philosopher's scone	688352193		"57
"	todo: description	todo: image_src
4957	half-baked potion	954191945		"42
"	todo: description	todo: image_src
4958	Knob Goblin deluxe scimitar	647795603		"55
"	todo: description	todo: image_src
4959	Knob nuts	373563238	"pairs of Knob nuts
"	35	todo: description	todo: image_src
4960	Cobb's Knob Wurstbrau	460647230	"bottles of Cobb's Knob Wurstbrau
"	58	todo: description	todo: image_src
4961	Subject 37 file	928843217		"0
"	todo: description	todo: image_src
4962	mysterious silver lapel pin	560050214		"555
"	todo: description	todo: image_src
4963	solid state loom	816829820		"75
"	todo: description	todo: image_src
4964	Evilometer	402664251		"0
"	todo: description	todo: image_src
4965	Sorcerers of the Shore Grimoire	991520082		"0
"	todo: description	todo: image_src
4966	Pack of Alice's Army Cards	814202201	"Packs of Alice's Army Cards
"	0	todo: description	todo: image_src
4967	Alice's Army Swordsman	842989556	"Alice's Army Swordsmen
"	5	todo: description	todo: image_src
4968	Alice's Army Spearsman	115802013	"Alice's Army Spearsmen
"	5	todo: description	todo: image_src
4969	Alice's Army Halberder	816871582		"5
"	todo: description	todo: image_src
4970	Alice's Army Guard	585472899		"5
"	todo: description	todo: image_src
4971	Alice's Army Wallman	174155198	"Alice's Army Wallmen
"	5	todo: description	todo: image_src
4972	Alice's Army Ninja	270094671	"Alice's Army Ninjae
"	5	todo: description	todo: image_src
4973	Alice's Army Alchemist	862257791		"5
"	todo: description	todo: image_src
4974	Alice's Army Page	355117500		"5
"	todo: description	todo: image_src
4975	Alice's Army Shieldmaiden	303618798		"5
"	todo: description	todo: image_src
4976	Alice's Army Mad Bomber	123218442		"5
"	todo: description	todo: image_src
4977	Alice's Army Nurse	443218913		"5
"	todo: description	todo: image_src
4978	Alice's Army Hammerman	891184619	"Alice's Army Hammermen
"	10	todo: description	todo: image_src
4979	Alice's Army Bowman	120482809	"Alice's Army Bowmen
"	10	todo: description	todo: image_src
4980	Alice's Army Lanceman	867651869	"Alice's Army Lancemen
"	10	todo: description	todo: image_src
4981	Alice's Army Horseman	301603491	"Alice's Army Horsemen
"	10	todo: description	todo: image_src
4982	Alice's Army Coward	747881993		"10
"	todo: description	todo: image_src
4983	Alice's Army Cleric	117206577	"Alice's Army Clerix
"	10	todo: description	todo: image_src
4984	Alice's Army Sniper	509113065		"15
"	todo: description	todo: image_src
4985	Alice's Army Dervish	312591672	"Alice's Army Dervishes
"	15	todo: description	todo: image_src
4986	Alice's Army Martyr	760613762		"15
"	todo: description	todo: image_src
4987	Pack of Alice's Army Foil Cards	440406862	"Packs of Alice's Army Foil Cards
"	0	todo: description	todo: image_src
4988	Alice's Army Foil Swordsman	976392363	"Alice's Army Foil Swordsmen
"	1000	todo: description	todo: image_src
4989	Alice's Army Foil Spearsman	947180375	"Alice's Army Foil Spearsmen
"	1000	todo: description	todo: image_src
4990	Alice's Army Foil Halberder	282212126		"1000
"	todo: description	todo: image_src
4991	Alice's Army Foil Guard	354378668		"1000
"	todo: description	todo: image_src
4992	Alice's Army Foil Wallman	690685400	"Alice's Army Foil Wallmen
"	1000	todo: description	todo: image_src
4993	Alice's Army Foil Ninja	922991566	"Alice's Army Foil Ninjae
"	1000	todo: description	todo: image_src
4994	Alice's Army Foil Alchemist	148826234		"1000
"	todo: description	todo: image_src
4995	Alice's Army Foil Page	396187611		"1000
"	todo: description	todo: image_src
4996	Alice's Army Foil Shieldmaiden	427972743		"1000
"	todo: description	todo: image_src
4997	Alice's Army Foil Mad Bomber	671525476		"1000
"	todo: description	todo: image_src
4998	Alice's Army Foil Nurse	566571306		"1000
"	todo: description	todo: image_src
4999	Alice's Army Foil Hammerman	565082335	"Alice's Army Foil Hammermen
"	5000	todo: description	todo: image_src
5000	Alice's Army Foil Bowman	137647172	"Alice's Army Foil Bowmen
"	5000	todo: description	todo: image_src
5001	Alice's Army Foil Lanceman	367206615	"Alice's Army Foil Lancermen
"	5000	todo: description	todo: image_src
5002	Alice's Army Foil Horseman	873505389	"Alice's Army Foil Horsemen
"	5000	todo: description	todo: image_src
5003	Alice's Army Foil Coward	287329084		"5000
"	todo: description	todo: image_src
5004	Alice's Army Foil Cleric	581085126	"Alice's Army Foil Clerix
"	5000	todo: description	todo: image_src
5005	Alice's Army Foil Sniper	927064834		"20000
"	todo: description	todo: image_src
5006	Alice's Army Foil Dervish	745741623	"Alice's Army Foil Dervishes
"	20000	todo: description	todo: image_src
5007	Alice's Army Foil Martyr	267211165		"20000
"	todo: description	todo: image_src
5008	Single Alice's Army Foil	358154228	"Packets of Single Alice's Army Foils
"	0	todo: description	todo: image_src
5009	card sleeve	251309076		"0
"	todo: description	todo: image_src
5010	evil eye	272996974		"0
"	todo: description	todo: image_src
5011	Alice's Army Foil tattoo	231901229		"0
"	todo: description	todo: image_src
5012	Ye Wizard's Shack snack voucher	801715967		"5
"	todo: description	todo: image_src
5013	wasabi pocky	499607486	"sticks of wasabi pocky
"	5	todo: description	todo: image_src
5014	tobiko pocky	756167951	"sticks of tobiko pocky
"	5	todo: description	todo: image_src
5015	natto pocky	997523773	"sticks of natto pocky
"	5	todo: description	todo: image_src
5016	wasabi-infused sake	834027677	"bottles of wasabi-infused sake
"	5	todo: description	todo: image_src
5017	tobiko-infused sake	933880685	"bottles of tobiko-infused sake
"	5	todo: description	todo: image_src
5018	natto-infused sake	158537968	"bottles of natto-infused sake
"	5	todo: description	todo: image_src
5019	wasabi marble soda	410623894	"bottles of wasabi marble soda
"	5	todo: description	todo: image_src
5020	tobiko marble soda	614851773	"bottles of tobiko marble soda
"	5	todo: description	todo: image_src
5021	natto marble soda	633384614	"bottles of natto marble soda
"	5	todo: description	todo: image_src
5022	Alice's Army booster box	304617955		"0
"	todo: description	todo: image_src
5023	elderly jawbreaker	350801142		"30
"	todo: description	todo: image_src
5024	marshmallow flamb&eacute;	918819972	"marshmallows flamb&eacute;
"	0	todo: description	todo: image_src
5025	cranberry schnapps	332608358	"shots of cranberry schnapps
"	0	todo: description	todo: image_src
5026	breaded beer	710352481	"glasses of breaded beer
"	0	todo: description	todo: image_src
5027	soy cordial	550290007	"glasses of soy cordial
"	0	todo: description	todo: image_src
5028	astral bludgeon	864672857		"0
"	todo: description	todo: image_src
5029	astral shield	265415871		"0
"	todo: description	todo: image_src
5030	astral chapeau	710747829		"0
"	todo: description	todo: image_src
5031	astral bracer	875463310		"0
"	todo: description	todo: image_src
5032	astral longbow	891521039		"0
"	todo: description	todo: image_src
5033	astral shorts	860241983		"0
"	todo: description	todo: image_src
5034	astral mace	205048183		"0
"	todo: description	todo: image_src
5035	astral trousers	527521039		"0
"	todo: description	todo: image_src
5036	astral ring	735732453		"0
"	todo: description	todo: image_src
5037	astral statuette	970005793		"0
"	todo: description	todo: image_src
5038	astral pistol	815988266		"0
"	todo: description	todo: image_src
5039	astral mask	142248341		"0
"	todo: description	todo: image_src
5040	astral pet sweater	648386354		"0
"	todo: description	todo: image_src
5041	astral shirt	218949177		"0
"	todo: description	todo: image_src
5042	astral belt	645097274		"0
"	todo: description	todo: image_src
5043	astral hot dog	338874774		"0
"	todo: description	todo: image_src
5044	astral pilsner	762120339		"0
"	todo: description	todo: image_src
5045	astral hot dog dinner	725022566		"0
"	todo: description	todo: image_src
5046	astral six-pack	507110915		"0
"	todo: description	todo: image_src
5047	Clan shower	924016792		"0
"	todo: description	todo: image_src
5048	shard of double-ice	347683517	"shards of double-ice
"	0	todo: description	todo: image_src
5049	double-ice cap	688353359		"75
"	todo: description	todo: image_src
5050	double-ice box	302108723	"double-ice boxes
"	75	todo: description	todo: image_src
5051	double-ice britches	464751936	"pairs of double-ice britches
"	75	todo: description	todo: image_src
5052	handful of numbers	707677244	"handfuls of numbers
"	55	todo: description	todo: image_src
5053	Lars the Cyberian	577012386	"copies of Lars the Cyberian
"	55	todo: description	todo: image_src
5054	intriguing puzzle box	730537805	"intriguing puzzle boxes
"	23	todo: description	todo: image_src
5055	obnoxious riddle	528846909		"22
"	todo: description	todo: image_src
5056	best joke ever	557559413	"best jokes ever
"	0	todo: description	todo: image_src
5057	Atomic Comic	290365150	"copies of Atomic Comic
"	6	todo: description	todo: image_src
5058	Red Pill	700689696		"42
"	todo: description	todo: image_src
5059	Skullhead's Screw	211071564		"0
"	todo: description	todo: image_src
5060	mysterious present	997307396		"0
"	todo: description	todo: image_src
5061	boxing-glove-in-a-box	411856799	"boxing-gloves-in-boxes
"	0	todo: description	todo: image_src
5062	creepy voodoo doll	659710029		"10
"	todo: description	todo: image_src
5063	the finger	179082395		"0
"	todo: description	todo: image_src
5064	Salsa de las Epocas	637129106	"Salsas de las Epocas
"	25	todo: description	todo: image_src
5065	spaghetti con calaveras	908583007	"bowls of spaghetti con calaveras
"	61	todo: description	todo: image_src
5066	s'more gun	745397831		"40
"	todo: description	todo: image_src
5067	popcorn	483958844	"handfuls of popcorn
"	0	todo: description	todo: image_src
5068	chaos popcorn	766511044	"handfuls of chaos popcorn
"	0	todo: description	todo: image_src
5069	tiny black hole	161737265		"0
"	todo: description	todo: image_src
5070	innuendo	940699514		"69
"	todo: description	todo: image_src
5071	s'more	750608809		"0
"	todo: description	todo: image_src
5072	giant diamond ring	904046645		"0
"	todo: description	todo: image_src
5073	Russian Ice	362569786	"bottles of Russian Ice
"	15	todo: description	todo: image_src
5074	giant clay ashtray	713395816		"200
"	todo: description	todo: image_src
5075	orange leather lanyard	839488415		"300
"	todo: description	todo: image_src
5076	monster pants	574475047	"pairs of monster pants
"	400	todo: description	todo: image_src
5077	box of Pok&euml;mann band-aids	788627405	"boxes of Pok&euml;mann band-aids
"	100	todo: description	todo: image_src
5078	Pok&euml;mann band-aid	761535802		"20
"	todo: description	todo: image_src
5079	Van der Graaf helmet	558169780		"200
"	todo: description	todo: image_src
5080	electric crutch	750637143	"electric crutches
"	300	todo: description	todo: image_src
5081	shock belt	295596373		"400
"	todo: description	todo: image_src
5082	Okee-Dokee soda	711711224	"cans of Okee-Dokee soda
"	100	todo: description	todo: image_src
5083	rubber band gun	991049972		"200
"	todo: description	todo: image_src
5084	pin-stripe slacks	399048530	"pairs of pin-stripe slacks
"	300	todo: description	todo: image_src
5085	sticky gloves	565252392	"pairs of sticky gloves
"	400	todo: description	todo: image_src
5086	correction fluid	691043852	"bottles of correction fluid
"	100	todo: description	todo: image_src
5087	Pok&euml;mann figurine: Porkachu	230467927	"Porkachu figurines
"	0	todo: description	todo: image_src
5088	Pok&euml;mann figurine: Magikrap	574877700	"Magikrap figurines
"	0	todo: description	todo: image_src
5089	Pok&euml;mann figurine: Vegemite	722707939	"Vegemite figurines
"	0	todo: description	todo: image_src
5090	Pok&euml;mann figurine: Vermouth	625158361	"Vermouth figurines
"	0	todo: description	todo: image_src
5091	Pok&euml;mann figurine: Smugleaf	572890215	"Smugleaf figurines
"	0	todo: description	todo: image_src
5092	Pok&euml;mann figurine: Twitter	505920222	"Twitter figurines
"	0	todo: description	todo: image_src
5093	Pok&euml;mann figurine: Bloodkip	826372772	"Bloodkip figurines
"	0	todo: description	todo: image_src
5094	Pok&euml;mann figurine: Hoboking	456668152	"Hoboking figurines
"	0	todo: description	todo: image_src
5095	Pok&euml;mann figurine: Duck	889919853	"Duck figurines
"	0	todo: description	todo: image_src
5096	Pok&euml;mann figurine: Nothing	765484833	"Nothing figurines
"	0	todo: description	todo: image_src
5097	Pok&euml;mann figurine: Kagosan	409612245	"Kagosan figurines
"	0	todo: description	todo: image_src
5098	Pok&euml;mann figurine: Galumpagump	533700799	"Galumpagump figurines
"	0	todo: description	todo: image_src
5099	Pok&euml;mann figurine: Shoggoth	664709669	"Shoggoth figurines
"	0	todo: description	todo: image_src
5100	Pok&euml;mann figurine: Frank	299836862	"Frank figurines
"	0	todo: description	todo: image_src
5101	Pok&euml;mann figurine: Moog	749993133	"Moog figurines
"	0	todo: description	todo: image_src
5102	willyweed	393343803	"fronds of willyweed
"	30	todo: description	todo: image_src
5103	Nuclear Blastball	246849616		"25
"	todo: description	todo: image_src
5104	fish juice box	568920711	"fish juice boxes
"	45	todo: description	todo: image_src
5105	paint bomb	870472784		"35
"	todo: description	todo: image_src
5106	hideous egg	738192395		"0
"	todo: description	todo: image_src
5107	Jeppson's Malort	192683451	"bottles of Jeppson's Malort
"	0	todo: description	todo: image_src
5108	fistful of ashes	499891496	"fistsful of ashes
"	0	todo: description	todo: image_src
5109	stress ball	217719453		"40
"	todo: description	todo: image_src
5110	Li'l Businessman Kit	557750320		"75
"	todo: description	todo: image_src
5111	Ultracolor&trade; shirt	707506403		"80
"	todo: description	todo: image_src
5112	My Own Pen Pal kit	544609748		"0
"	todo: description	todo: image_src
5113	packet of orchid seeds	382164254	"packets of orchid seeds
"	0	todo: description	todo: image_src
5114	stomp box	159882766	"stomp boxes
"	0	todo: description	todo: image_src
5115	rusty hedge trimmers	540081787	"pairs of rusty hedge trimmers
"	85	todo: description	todo: image_src
5116	A. W. O. L. commendation	542484240		"0
"	todo: description	todo: image_src
5117	reconstituted crow	529331441		"0
"	todo: description	todo: image_src
5118	bird brain	576544533		"0
"	todo: description	todo: image_src
5119	busted wings	980813799		"0
"	todo: description	todo: image_src
5120	Massive Manual of Marauder Mockery	151842381	"Massive Manuals of Marauder Mockery
"	250	todo: description	todo: image_src
5121	Admiral's hat	423441910		"0
"	todo: description	todo: image_src
5122	leather aviator's cap	558813843	"leather aviators' caps
"	0	todo: description	todo: image_src
5123	mirrored aviator shades	492344434	"pairs of mirrored aviator shades
"	0	todo: description	todo: image_src
5124	Field Guide to Skeletal Anatomy	118009884	"Field Guides to Skeletal Anatomy
"	0	todo: description	todo: image_src
5125	Notes from the Elfpocalypse, Chapter I	319307916	"copies of Notes from the Elfpocalypse, Chapter I
"	100	todo: description	todo: image_src
5126	Notes from the Elfpocalypse, Chapter II	388548664	"copies of Notes from the Elfpocalypse, Chapter II
"	100	todo: description	todo: image_src
5127	Notes from the Elfpocalypse, Chapter III	281112199	"copies of Notes from the Elfpocalypse, Chapter III
"	100	todo: description	todo: image_src
5128	Notes from the Elfpocalypse, Chapter IV	696088108	"copies of Notes from the Elfpocalypse, Chapter IV
"	100	todo: description	todo: image_src
5129	Notes from the Elfpocalypse, Chapter V	730116799	"copies of Notes from the Elfpocalypse, Chapter V
"	100	todo: description	todo: image_src
5130	Notes from the Elfpocalypse, Chapter VI	988558928	"Notes from the Elfpocalypse, Chapter VI
"	100	todo: description	todo: image_src
5131	Ultrasoldier Serum	198733102	"vials of Ultrasoldier Serum
"	0	todo: description	todo: image_src
5132	elven hardtack	578892185	"biscuits of elven hardtack
"	30	todo: description	todo: image_src
5133	elven squeeze	367571624	"bottles of elven squeeze
"	30	todo: description	todo: image_src
5134	lunar isotope	342689784		"0
"	todo: description	todo: image_src
5135	E.M.U. joystick	617322181		"0
"	todo: description	todo: image_src
5136	E.M.U. rocket thrusters	517091627		"0
"	todo: description	todo: image_src
5137	E.M.U. helmet	658599132		"0
"	todo: description	todo: image_src
5138	E.M.U. harness	881503561		"0
"	todo: description	todo: image_src
5139	carton of astral energy drinks	503957611	"cartons of astral energy drinks
"	0	todo: description	todo: image_src
5140	astral energy drink	227596183		"0
"	todo: description	todo: image_src
5141	Thwaitgold bee statuette	807026781		"0
"	todo: description	todo: image_src
5142	moon unit	215132687		"0
"	todo: description	todo: image_src
5143	E.M.U. Unit	181706266		"0
"	todo: description	todo: image_src
5144	handful of honey	159319161	"handfuls of honey
"	0	todo: description	todo: image_src
5145	honeypot	721302772		"30
"	todo: description	todo: image_src
5146	wild honey pie	486244546		"50
"	todo: description	todo: image_src
5147	honey mead	198539153	"cups of honey mead
"	40	todo: description	todo: image_src
5148	honey dipper	300832347		"690
"	todo: description	todo: image_src
5149	honeybritches	829259450	"pairs of honeybritches
"	420	todo: description	todo: image_src
5150	honeycap	932105497		"370
"	todo: description	todo: image_src
5151	Moonthril Circlet	522467561		"0
"	todo: description	todo: image_src
5152	Moonthril Greaves	710629769	"pairs of Moonthril Greaves
"	0	todo: description	todo: image_src
5153	Moonthril Flamberge	774878520		"0
"	todo: description	todo: image_src
5154	Moonthril Longbow	614880163		"0
"	todo: description	todo: image_src
5155	Moonthril Cuirass	534033050	"Moonthril Cuirasses
"	0	todo: description	todo: image_src
5156	plush alielf	655683821	"plush alielves
"	0	todo: description	todo: image_src
5157	Comet Drop	949974304		"5
"	todo: description	todo: image_src
5158	plush dogcat	147896938		"0
"	todo: description	todo: image_src
5159	plush hamsterpus	457793100	"plush hamsterpi
"	0	todo: description	todo: image_src
5160	plush ferrelf	837332673	"plush ferrelves
"	0	todo: description	todo: image_src
5161	plush alien hamsterpus	499991088	"plush alien hamsterpi
"	0	todo: description	todo: image_src
5162	plush mutated alielf	583987777	"plush mutated alielves
"	0	todo: description	todo: image_src
5163	plush mutated alielephant	978407544		"0
"	todo: description	todo: image_src
5164	mysterious chest	382900325		"0
"	todo: description	todo: image_src
5165	spooky little girl	616700263		"0
"	todo: description	todo: image_src
5166	tiny top hat and cane	175238907	"tiny top hats and canes
"	75	todo: description	todo: image_src
5167	synthetic dog hair pill	272489196		"250
"	todo: description	todo: image_src
5168	distention pill	500099339		"250
"	todo: description	todo: image_src
5169	elven medi-pack	989436501		"150
"	todo: description	todo: image_src
5170	transporter transponder	971091385		"50
"	todo: description	todo: image_src
5171	Map to Safety Shelter Ronald Prime	287051155	"Maps to Safety Shelter Ronald Prime
"	0	todo: description	todo: image_src
